0 	0
0.0084033613 	3.3304129e-12
0.016806723 	6.82268e-12
0.025210084 	1.9864341e-11
0.033613445 	3.3787315e-11
0.042016807 	7.3268362e-11
0.050420168 	1.1890056e-10
0.058823529 	2.8140469e-10
0.067226891 	4.6163093e-10
0.075630252 	8.8996681e-10
0.084033613 	1.4251022e-09
0.092436975 	3.1350318e-09
0.10084034 	5.0923165e-09
0.1092437 	9.275797e-09
0.11764706 	1.4803165e-08
0.12605042 	3.0505678e-08
0.13445378 	4.9779182e-08
0.14285714 	9.2264133e-08
0.1512605 	1.4844001e-07
0.15966387 	2.8219779e-07
0.16806723 	4.5909454e-07
0.17647059 	8.5168616e-07
0.18487395 	1.3768037e-06
0.19327731 	2.4922642e-06
0.20168067 	3.9976258e-06
0.21008403 	7.0625916e-06
0.21848739 	1.1203874e-05
0.22689076 	1.9236456e-05
0.23529412 	3.0079247e-05
0.24369748 	5.0155582e-05
0.25210084 	7.7157762e-05
0.2605042 	0.00012493748
0.26890756 	0.00018884944
0.27731092 	0.00029712509
0.28571429 	0.00044095335
0.29411765 	0.00067470881
0.30252101 	0.00098268692
0.31092437 	0.0014638512
0.31932773 	0.0020919651
0.32773109 	0.0030371805
0.33613445 	0.0042585549
0.34453782 	0.006032247
0.35294118 	0.0082988589
0.36134454 	0.011480893
0.3697479 	0.015498776
0.37815126 	0.0209604
0.38655462 	0.027768262
0.39495798 	0.036741815
0.40336134 	0.047773194
0.41176471 	0.061891312
0.42016807 	0.078989945
0.42857143 	0.1002613
0.43697479 	0.12561192
0.44537815 	0.15629698
0.45378151 	0.19223439
0.46218487 	0.23459133
0.47058824 	0.28326437
0.4789916 	0.33915581
0.48739496 	0.40019288
0.49579832 	0.46673043
0.50420168 	0.532952
0.51260504 	0.59885758
0.5210084 	0.65885091
0.52941176 	0.7133134
0.53781513 	0.76055267
0.54621849 	0.8014716
0.55462185 	0.83622414
0.56302521 	0.86593146
0.57142857 	0.89065437
0.57983193 	0.91156567
0.58823529 	0.92862719
0.59663866 	0.94293886
0.60504202 	0.95439102
0.61344538 	0.96393683
0.62184874 	0.97143026
0.6302521 	0.97764788
0.63865546 	0.98243676
0.64705882 	0.98639847
0.65546218 	0.98939263
0.66386555 	0.99186581
0.67226891 	0.99370001
0.68067227 	0.99521472
0.68907563 	0.99631707
0.69747899 	0.99722832
0.70588235 	0.99787904
0.71428571 	0.99841812
0.72268908 	0.99879582
0.73109244 	0.99910972
0.7394958 	0.99932549
0.74789916 	0.99950558
0.75630252 	0.999627
0.76470588 	0.99972887
0.77310924 	0.99979623
0.78151261 	0.99985309
0.78991597 	0.99988997
0.79831933 	0.99992131
0.80672269 	0.99994123
0.81512605 	0.99995831
0.82352941 	0.99996894
0.83193277 	0.99997814
0.84033613 	0.99998375
0.8487395 	0.99998865
0.85714286 	0.99999158
0.86554622 	0.99999416
0.87394958 	0.99999567
0.88235294 	0.99999703
0.8907563 	0.9999978
0.89915966 	0.9999985
0.90756303 	0.99999889
0.91596639 	0.99999925
0.92436975 	0.99999944
0.93277311 	0.99999963
0.94117647 	0.99999972
0.94957983 	0.99999982
0.95798319 	0.99999986
0.96638655 	0.99999991
0.97478992 	0.99999993
0.98319328 	0.99999996
0.99159664 	0.99999997
1 	0.99999998
